filename,folder,duration,rat,n_channels,sleep,maze,habituation,treatment,light,date_time
14082018_CanCSRetCa2_+maze_t7_1.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s1,64.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:19:03
14082018_CanCSRetCa2_+maze_t7_2.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s2,73.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:21:05
14082018_CanCSRetCa2_+maze_t7_3.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s3,60.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:26:01
14082018_CanCSRetCa2_+maze_t7_4.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s4,64.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:30:05
14082018_CanCSRetCa2_+maze_t7_5.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s5,85.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:34:02
14082018_CanCSRetCa2_+maze_t7_6.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s6,60.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:38:03
14082018_CanCSRetCa2_+maze_t7_7.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s7,54.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:40:02
14082018_CanCSRetCa2_+maze_t7_8.set,d:/beths/CanCSRetCa2/tmaze/14082018_t7/s8,101.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-08-14 14:42:04
19072018_CanCSRetCa2_+maze_t1_1.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S1,66.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:31:04
19072018_CanCSRetCa2_+maze_t1_2.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S2,60.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:37:01
19072018_CanCSRetCa2_+maze_t1_3.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S3,80.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:39:00
19072018_CanCSRetCa2_+maze_t1_4.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S4,67.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:42:02
19072018_CanCSRetCa2_+maze_t1_5.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S5,59.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:46:03
19072018_CanCSRetCa2_+maze_t1_6.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S6,72.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:48:01
19072018_CanCSRetCa2_+maze_t1_7.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S7,56.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:52:01
19072018_CanCSRetCa2_+maze_t1_8.set,d:/beths/CanCSRetCa2/tmaze/19072018_t1/S8,56.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-19 13:56:00
24072018_CanCSRetCa2_+maze_t2_1.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S1,85.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:07:04
24072018_CanCSRetCa2_+maze_t2_2.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S2,72.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:10:03
24072018_CanCSRetCa2_+maze_t2_3.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S3,80.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:13:01
24072018_CanCSRetCa2_+maze_t2_43.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S4,62.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:15:03
24072018_CanCSRetCa2_+maze_t2_5.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S5,64.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:22:01
24072018_CanCSRetCa2_+maze_t2_6.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S6,72.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:24:03
24072018_CanCSRetCa2_+maze_t2_7.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S7,57.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:28:03
24072018_CanCSRetCa2_+maze_t2_8.set,d:/beths/CanCSRetCa2/tmaze/24072018_t2/S8,64.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-24 17:30:02
25072018_CanCSRetCa2_+maze_t3_1.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S1,55.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:23:01
25072018_CanCSRetCa2_+maze_t3_2.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S2,64.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:26:05
25072018_CanCSRetCa2_+maze_t3_3.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S3,68.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:29:01
25072018_CanCSRetCa2_+maze_t3_4.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S4,70.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:31:03
25072018_CanCSRetCa2_+maze_t3_5.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S5,56.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:34:00
25072018_CanCSRetCa2_+maze_t3_6.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S6,84.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:36:00
25072018_CanCSRetCa2_+maze_t3_7.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S7,64.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:39:03
25072018_CanCSRetCa2_+maze_t3_8.set,d:/beths/CanCSRetCa2/tmaze/25072018_t3/S8,59.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 14:41:04
25072018_CanCSRetCa2_+maze_t4_1.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S1,66.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:33:04
25072018_CanCSRetCa2_+maze_t4_2.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S2,61.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:35:05
25072018_CanCSRetCa2_+maze_t4_6.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S3,71.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:37:05
25072018_CanCSRetCa2_+maze_t4_4.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S4,56.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:40:01
25072018_CanCSRetCa2_+maze_t4_5.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S5,59.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:42:00
25072018_CanCSRetCa2_+maze_t4_6.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S6,94.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:43:05
25072018_CanCSRetCa2_+maze_t4_7.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S7,57.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:47:02
25072018_CanCSRetCa2_+maze_t4_8.set,d:/beths/CanCSRetCa2/tmaze/25072018_t4/S8,68.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-25 17:49:01
26072018_CanCSRetCa2_+maze_t5_1.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5,71.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:21:01
26072018_CanCSRetCa2_+maze_t5_2.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S2,85.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:25:00
26072018_CanCSRetCa2_+maze_t5_3.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S3,55.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:28:03
26072018_CanCSRetCa2_+maze_t5_4.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S4,59.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:30:02
26072018_CanCSRetCa2_+maze_t5_5.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S5,79.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:32:00
26072018_CanCSRetCa2_+maze_t5_6.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S6,71.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:36:01
26072018_CanCSRetCa2_+maze_t5_7.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S7,53.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:39:04
26072018_CanCSRetCa2_+maze_t5_8.set,d:/beths/CanCSRetCa2/tmaze/26072018_t5/S8,55.0,CanCSRetCa2,32,0,tmaze,0,Control,11.0,2018-07-26 13:41:03
11082018_CanCSubRetCa2_WBtask_1_1.set,d:/beths/CanCSRetCa2/wb task/day1_big change/s1,301.0,CanCSubRetCa2,32,0,big_sq,0,Control,11.0,2018-08-11 15:31:01
11082018_CanCSubRetCa2_WBtask_1_2.set,d:/beths/CanCSRetCa2/wb task/day1_big change/s2,301.0,CanCSubRetCa2,32,0,big_sq,0,Control,11.0,2018-08-11 15:37:05
11082018_CanCSubRetCa2_WBtask_1_3.set,d:/beths/CanCSRetCa2/wb task/day1_big change/s3,301.0,CanCSubRetCa2,32,0,big_sq,0,Control,11.0,2018-08-11 15:44:03
11082018_CanCSubRetCa2_WBtask_1_4.set,d:/beths/CanCSRetCa2/wb task/day1_big change/s4_big change,301.0,CanCSubRetCa2,32,0,big_sq,0,Control,11.0,2018-08-11 15:51:03
11082018_CanCSubRetCa2_WBtask_1_5.set,d:/beths/CanCSRetCa2/wb task/day1_big change/s5,301.0,CanCSubRetCa2,32,0,big_sq,0,Control,11.0,2018-08-11 15:59:01
11082018_CanCSubRetCa2_WBtask_1_6.set,d:/beths/CanCSRetCa2/wb task/day1_big change/s6_novel,301.0,CanCSubRetCa2,32,0,big_sq,0,Control,11.0,2018-08-11 16:06:00
13082018_CanCSubRetCa2_WBtask_2_1.set,d:/beths/CanCSRetCa2/wb task/day2_small change/s1,300.0,CanCSubRetCa2,32,0,small_sq,0,Control,11.0,2018-08-13 10:57:01
13082018_CanCSubRetCa2_WBtask_2_2.set,d:/beths/CanCSRetCa2/wb task/day2_small change/s2,300.0,CanCSubRetCa2,32,0,small_sq,0,Control,11.0,2018-08-13 11:05:02
13082018_CanCSubRetCa2_WBtask_2_3.set,d:/beths/CanCSRetCa2/wb task/day2_small change/s3,300.0,CanCSubRetCa2,32,0,small_sq,0,Control,11.0,2018-08-13 11:12:00
13082018_CanCSubRetCa2_WBtask_2_4.set,d:/beths/CanCSRetCa2/wb task/day2_small change/s4_small change,300.0,CanCSubRetCa2,32,0,small_sq,0,Control,11.0,2018-08-13 11:18:05
13082018_CanCSubRetCa2_WBtask_2_5.set,d:/beths/CanCSRetCa2/wb task/day2_small change/s5,300.0,CanCSubRetCa2,32,0,small_sq,0,Control,11.0,2018-08-13 11:28:00
13082018_CanCSubRetCa2_WBtask_2_6.set,d:/beths/CanCSRetCa2/wb task/day2_small change/s6_novel,300.0,CanCSubRetCa2,32,0,small_sq,0,Control,11.0,2018-08-13 11:34:05
13112018_CanCSR8_noborders_bogsq_1_1.set,d:/beths/CanCsubRet8/noborders/13112018/s1_bigsq,109.0,CanCSR8,32,0,noborders,0,Control,11.0,2018-11-13 14:33:02
13112018_CanCSR8_noborders_bogsq_1_2.set,d:/beths/CanCsubRet8/noborders/13112018/s2_smallsq,120.0,CanCSR8,32,0,noborders,0,Control,11.0,2018-11-13 15:07:02
04102018_CanCSR8_smallsq_awake_9_2.set,d:/beths/CanCsubRet8/sleep/04102018/s1_awake,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-04 14:53:01
04102018_CanCSR8_smallsq_awake_9_3.set,d:/beths/CanCsubRet8/sleep/04102018/s2_awake,106.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-04 15:14:05
04102018_CanCSR8_smallsq_awake_9_4.set,d:/beths/CanCsubRet8/sleep/04102018/s3_awake,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-04 15:35:02
04102018_CanCSR8_smallsq_resting_9_5.set,d:/beths/CanCsubRet8/sleep/04102018/s4_resting,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-04 15:56:04
04102018_CanCSR8_smallsq_resting_9_6.set,d:/beths/CanCsubRet8/sleep/04102018/s5_resting,674.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-04 16:17:05
14112018_CanCSR8_sleep_awake_1_1.set,d:/beths/CanCsubRet8/sleep/14112018/s1_awake,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-11-14 14:42:01
14112018_CanCSR8_sleep_awake_1_2.set,d:/beths/CanCsubRet8/sleep/14112018/s2_awake,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-11-14 15:14:05
14112018_CanCSR8_sleep_awake_1_3.set,d:/beths/CanCsubRet8/sleep/14112018/s3_awake resting,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-11-14 15:35:05
14112018_CanCSR8_sleep_resting_1_4.set,d:/beths/CanCsubRet8/sleep/14112018/s4_resting,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-11-14 16:12:03
14112018_CanCSR8_sleep_resting_1_5.set,d:/beths/CanCsubRet8/sleep/14112018/s5_resting,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-11-14 16:33:02
15102018_CanCSR8_smallsq_awake_1.set,d:/beths/CanCsubRet8/sleep/15102018/s1_awake,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-15 16:28:05
15102018_CanCSR8_smallsq_partial_2.set,d:/beths/CanCsubRet8/sleep/15102018/s2_partial,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-15 16:56:00
15102018_CanCSR8_smallsq_partial_3.set,d:/beths/CanCsubRet8/sleep/15102018/s3_partial,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-15 17:17:02
15102018_CanCSR8_smallsq_partial_4.set,d:/beths/CanCsubRet8/sleep/15102018/s4_partial,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-15 17:38:05
27092018_CanCSR8_sleep_awake_1_1.set,d:/beths/CanCsubRet8/sleep/27092018/s1_awake,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-09-27 15:23:02
27092018_CanCSR8_sleep_awake_1_2.set,d:/beths/CanCsubRet8/sleep/27092018/s2_awake,120.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-09-27 15:44:04
27092018_CanCSR8_sleep_awake_1_3.set,d:/beths/CanCsubRet8/sleep/27092018/s3_awake,855.0,CanCSR8,32,1,sleep,0,Control,11.0,2018-09-27 16:22:05
01102018_CanCSR8_smallsq_6_1.set,d:/beths/CanCsubRet8/smallsq_screen/01102018/s1_small sq,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-01 11:27:02
01102018_CanCSR8_bigsq_6_2.set,d:/beths/CanCsubRet8/smallsq_screen/01102018/s2_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-01 11:44:01
02102018_CanCSR8_smallsq_7_1.set,d:/beths/CanCsubRet8/smallsq_screen/02102018/s1_small sq,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-02 13:27:03
03102018_CanCSR8_smallsq_8_1.set,d:/beths/CanCsubRet8/smallsq_screen/03102018/s1_small sq,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-03 11:53:03
03102018_CanCSR8_bigsq_8_2.set,d:/beths/CanCsubRet8/smallsq_screen/03102018/s2_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-03 12:31:04
03102018_CanCSR8_smallsq_8_3.set,d:/beths/CanCsubRet8/smallsq_screen/03102018/s3_small sq,636.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-03 12:55:01
04102018_CanCSR8_smallsq_9_1.set,d:/beths/CanCsubRet8/smallsq_screen/04102108/s1,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-04 14:31:03
10102018_CanCSR8_smallsq_11_1.set,d:/beths/CanCsubRet8/smallsq_screen/10102018/s1_smallsq,536.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-10 12:26:05
10102018_CanCSR8_bigsq_11_2.set,d:/beths/CanCsubRet8/smallsq_screen/10102018/s2_bigsq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-10 12:39:03
10102018_CanCSR8_bigsq_11_3.set,d:/beths/CanCsubRet8/smallsq_screen/10102018/s3_bigsq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-10 13:02:05
11102018_CanCSR8_smallsq_12_1.set,d:/beths/CanCsubRet8/smallsq_screen/11102018/s1_small,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-11 11:19:03
11102018_CanCSR8_bigsq_12_2.set,d:/beths/CanCsubRet8/smallsq_screen/11102018/s2_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-11 11:37:04
11102018_CanCSR8_bigsq_13_1.set,d:/beths/CanCsubRet8/smallsq_screen/11102018_2/s1_bigsq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-11 15:58:00
11102018_CanCSR8_bigsq_box_13_2.set,d:/beths/CanCsubRet8/smallsq_screen/11102018_2/s2_bigsq_with box,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-11 16:19:05
11102018_CanCSR8_bigsq_box_13_3.set,d:/beths/CanCsubRet8/smallsq_screen/11102018_2/s3_bigsq_box,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-11 16:49:00
11102018_CanCSR8_bigsq_box_13_4.set,d:/beths/CanCsubRet8/smallsq_screen/11102018_2/s4_bigsq_box,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-11 17:17:04
11102018_CanCSR8_bigsq_box_13_5.set,d:/beths/CanCsubRet8/smallsq_screen/11102018_2/s5_bigsq_box,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-11 17:38:05
11102018_CanCSR8_smallsq_box_13_6.set,d:/beths/CanCsubRet8/smallsq_screen/11102018_2/s6_smallsq_box,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-11 18:00:04
12102018_CanCSR8_bigsq_2_1.set,d:/beths/CanCsubRet8/smallsq_screen/12102018/s1_bigsq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-12 11:07:03
12102018_CanCSR8_smallsq_2_2.set,d:/beths/CanCsubRet8/smallsq_screen/12102018/s2_smallsq,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-12 11:32:04
12102018_CanCSR8_bigsq_2_3.set,d:/beths/CanCsubRet8/smallsq_screen/12102018/s3_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-12 12:00:04
15102018_CanCSR8_smallsq_1.set,d:/beths/CanCsubRet8/smallsq_screen/15102018,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-15 11:27:00
15102018_CanCSR8_bigsq_2.set,d:/beths/CanCsubRet8/smallsq_screen/15102018/s2_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-15 11:54:03
15102018_CanCSR8_bigsq_3.set,d:/beths/CanCsubRet8/smallsq_screen/15102018/s3_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-15 12:16:02
17102018_CanCSR8_biglsq_10.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s10_big_sleep,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 15:22:01
17102018_CanCSR8_smallsq_1.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s1_smallsq,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 10:45:04
17102018_CanCSR8_biglsq_1.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s2_big sq,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 11:11:00
17102018_CanCSR8_biglsq_3.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s3_bigsq,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 12:20:03
17102018_CanCSR8_biglsq_4.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s4_bigsq,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 12:58:03
17102018_CanCSR8_biglsq_5.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s5_bug_sleep,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 13:41:02
17102018_CanCSR8_biglsq_6.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s6_big_sleep,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 14:03:02
17102018_CanCSR8_biglsq_7.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s7_big_sleep,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 14:24:01
17102018_CanCSR8_biglsq_8.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s8_big_slepp,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 14:45:01
17102018_CanCSR8_biglsq_9.set,d:/beths/CanCsubRet8/smallsq_screen/17102018/s9_big_sleep,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-17 15:01:02
22102018_CanCSR8_smallsq_1.set,d:/beths/CanCsubRet8/smallsq_screen/22102108/s1,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-22 13:14:02
22102018_CanCSR8_smallsq_2.set,d:/beths/CanCsubRet8/smallsq_screen/22102108/s2,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-22 13:32:05
22102018_CanCSR8_bigsq_3.set,d:/beths/CanCsubRet8/smallsq_screen/22102108/s3,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-22 13:54:03
23102018_CanCSR8_bigsq_1.set,d:/beths/CanCsubRet8/smallsq_screen/23102018/S1_BIGSQ,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-10-23 10:48:03
24092018_CanCSR8_smallsq_screen_1_1.set,d:/beths/CanCsubRet8/smallsq_screen/24092018/S1,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-24 12:26:05
25092018_CanCSR8_smallsq_screen_2_1.set,d:/beths/CanCsubRet8/smallsq_screen/25092018/s1,844.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-25 12:10:00
25092018_CanCSR8_bigsq_screen_2_2.set,d:/beths/CanCsubRet8/smallsq_screen/25092018/s2_big sq,115.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-09-25 12:38:02
25102018_CanCSR8_smallsq_1.set,d:/beths/CanCsubRet8/smallsq_screen/25102018/s1 smallsq,901.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-10-25 10:17:03
26092018_CanCSR8_smallsq_3_1.set,d:/beths/CanCsubRet8/smallsq_screen/26092018/s1_smallsq,900.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-26 11:02:05
26092018_CanCSR8_bigsq_3_2.set,d:/beths/CanCsubRet8/smallsq_screen/26092018/s2_bigsq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-09-26 11:20:04
26092018_CanCSR8_plusmaze_3_3.set,d:/beths/CanCsubRet8/smallsq_screen/26092018/s3_+maze,934.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-26 11:47:00
27092018_CanCSR8_smallsq_4_1.set,d:/beths/CanCsubRet8/smallsq_screen/27092018/s1_small sq,900.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-27 10:28:05
27092018_CanCSR8_bigsq_4_2.set,d:/beths/CanCsubRet8/smallsq_screen/27092018/s2_big sq,120.0,CanCSR8,32,0,big_sq,0,Control,11.0,2018-09-27 10:48:00
27092018_CanCSR8_smallsq_4_3.set,d:/beths/CanCsubRet8/smallsq_screen/27092018/s3_small sq,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-27 11:10:03
28092018_CanCSR8_smallsq_5_1.set,d:/beths/CanCsubRet8/smallsq_screen/28092018/s1,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-28 13:16:00
28092018_CanCSR8_smallsq_5_2.set,d:/beths/CanCsubRet8/smallsq_screen/28092018/s2,120.0,CanCSR8,32,0,small_sq,0,Control,11.0,2018-09-28 13:43:00
22112018_CanCSR8_tmaze_1_1.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s1,56.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 13:54:03
22112018_CanCSR8_tmaze_1_2.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s2,66.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 13:57:00
22112018_CanCSR8_tmaze_1_3.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s3,65.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:00:01
22112018_CanCSR8_tmaze_1_4.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s4,66.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:03:00
22112018_CanCSR8_tmaze_1_5.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s5,60.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:05:01
22112018_CanCSR8_tmaze_1_6.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s6,73.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:07:00
22112018_CanCSR8_tmaze_1_7.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s7,67.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:09:02
22112018_CanCSR8_tmaze_1_8.set,d:/beths/CanCsubRet8/tmaze/t1_22112018/s8,62.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:13:02
22112018_CanCSR8_tmaze_2_1.set,d:/beths/CanCsubRet8/tmaze/t2_22112018/s1,83.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 14:48:02
22112018_CanCSR8_tmaze_2_2.set,d:/beths/CanCsubRet8/tmaze/t2_22112018/s2,112.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 15:07:05
22112018_CanCSR8_tmaze_2_3.set,d:/beths/CanCsubRet8/tmaze/t2_22112018/s3,78.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 15:10:05
22112018_CanCSR8_tmaze_2_4.set,d:/beths/CanCsubRet8/tmaze/t2_22112018/s4,92.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 15:13:01
22112018_CanCSR8_tmaze_2_5.set,d:/beths/CanCsubRet8/tmaze/t2_22112018/s5,77.0,CanCSR8,32,0,,0,Control,11.0,2018-11-22 15:16:02
